CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41450629,MCDONALD'S,Brooklyn,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/30/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,08/30/2016,06/28/2020,Cycle Inspection / Re-inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,08/24/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,37,C,08/24/2019,06/28/2020,Cycle Inspection / Re-inspection
41268295,MCDONALD'S,Queens,8003,QUEENS BOULEVARD,11373,7184781204,American,03/14/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,7,A,03/14/2018,06/28/2020,Cycle Inspection / Initial Inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,01/31/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,30,C,01/31/2018,06/28/2020,Cycle Inspection / Re-inspection
40369724,MCDONALD'S,Queens,10615,71 AVENUE,11375,7187938181,Hamburgers,10/01/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,10/01/2019,06/28/2020,Cycle Inspection / Initial Inspection
40643227,MCDONALD'S,Queens,138-32,JAMAICA AVENUE,11435,7185588665,Hamburgers,04/20/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,20,,,06/28/2020,Cycle Inspection / Initial Inspection
40395935,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,7184943400,Hamburgers,09/26/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,09/26/2017,06/28/2020,Cycle Inspection / Re-inspection
50038733,HERO SHOP,Brooklyn,1211,MCDONALD AVENUE,11230,7183385472,American,01/10/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,25,B,01/10/2020,06/28/2020,Cycle Inspection / Re-inspection
41215997,MCDONALD'S,Bronx,36,WEST FORDHAM ROAD,10468,7189332183,Hamburgers,11/01/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,38,,,06/28/2020,Cycle Inspection / Initial Inspection
50066842,MCDONALD'S,Bronx,2065,JEROME AVENUE,10453,7187332819,Sandwiches/Salads/Mixed Buffet,03/11/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,03/11/2020,06/28/2020,Cycle Inspection / Initial Inspection
41578619,MCDONALD'S,Manhattan,444,LENOX AVENUE,10037,2122837798,American,03/01/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,03/01/2018,06/28/2020,Cycle Inspection / Initial Inspection
50048693,McDonald's,Queens,21607,LINDEN BLVD,11411,5162560200,Hamburgers,08/18/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,08/18/2017,06/28/2020,Cycle Inspection / Initial Inspection
40367790,MCDONALD'S,Brooklyn,943,FLATBUSH AVENUE,11226,7186935353,Hamburgers,06/12/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,06/12/2018,06/28/2020,Cycle Inspection / Initial Inspection
50018319,MCDONALD'S,Manhattan,541,6 AVENUE,10011,2124638869,Hamburgers,04/09/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,04/09/2019,06/28/2020,Cycle Inspection / Initial Inspection
41262487,MCDONALD'S,Manhattan,2549,BROADWAY,10025,2128648138,Hamburgers,03/09/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,14,,,06/28/2020,Cycle Inspection / Initial Inspection
41552204,MCDONALD'S,Bronx,2010,BARTOW AVENUE,10475,7183202749,American,09/26/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,09/26/2017,06/28/2020,Cycle Inspection / Initial Inspection
41619708,LOUNGE BAR CAVE,Brooklyn,2320,MCDONALD AVENUE,11223,3479151515,American,02/24/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,7,A,02/24/2017,06/28/2020,Cycle Inspection / Initial Inspection
50007421,MCDONALD'S,Brooklyn,1467,ROCKAWAY PARKWAY,11236,2019543134,American,01/04/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,01/04/2017,06/28/2020,Cycle Inspection / Re-inspection
40370356,MCDONALD'S,Staten Island,3267,RICHMOND AVENUE,10312,7189483800,Hamburgers,07/06/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,07/06/2017,06/28/2020,Cycle Inspection / Initial Inspection
50094803,MEZBANI SWEETS & RESTAURANT,Brooklyn,473,MCDONALD AVENUE,11218,6462627206,Bangladeshi,02/20/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,27,Z,02/20/2020,06/28/2020,Cycle Inspection / Re-inspection
50011959,PICADILLY HALL,Brooklyn,1703,MCDONALD AVENUE,11230,7183362200,Jewish/Kosher,02/10/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,02/10/2020,06/28/2020,Cycle Inspection / Initial Inspection
40592181,MCDONALD'S,Bronx,1515,WILLIAMSBRIDGE ROAD,10461,7184091670,Hamburgers,10/07/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,10/07/2016,06/28/2020,Cycle Inspection / Initial Inspection
40399778,MCDONALD'S,Bronx,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,04/10/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,04/10/2018,06/28/2020,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,Brooklyn,1999,MCDONALD AVENUE,11223,3475548114,Jewish/Kosher,10/02/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,10/02/2017,06/28/2020,Cycle Inspection / Initial Inspection
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,Hamburgers,07/03/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,07/03/2019,06/28/2020,Cycle Inspection / Initial Inspection
40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465,7188281430,Hamburgers,01/22/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,,,06/28/2020,Cycle Inspection / Initial Inspection
50077731,MCDONALD'S,Bronx,1540,WESTCHESTER AVENUE,10472,9146027375,American,06/03/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,16,,,06/28/2020,Cycle Inspection / Initial Inspection
50001148,MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,6467904636,Hamburgers,03/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,03/29/2019,06/28/2020,Cycle Inspection / Initial Inspection
41241627,MCDONALD'S,Bronx,1749,UNIVERSITY AVENUE,10453,7182941309,American,04/02/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,04/02/2018,06/28/2020,Cycle Inspection / Initial Inspection
41023651,MCDONALD'S,Queens,5429,METROPOLITAN AVENUE,11385,7188218769,Hamburgers,10/11/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,44,,,06/28/2020,Cycle Inspection / Initial Inspection
41182288,MCDONALD'S,Queens,9801,METROPOLITAN AVENUE,11375,7182637281,Hamburgers,12/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,12/18/2019,06/28/2020,Cycle Inspection / Initial Inspection
50048336,MCDONALD'S,Queens,90-15,QUEENS BOULEVARD,11373,7182712032,American,12/20/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,06/28/2020,Cycle Inspection / Initial Inspection
50052663,SET BAR LOUNGE & BILLARDS,Brooklyn,1828,MCDONALD AVENUE,11223,7187585999,American,02/28/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,02/28/2018,06/28/2020,Pre-permit (Operational) / Re-inspection
40395992,MCDONALD'S,Bronx,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,11/09/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,11/09/2017,06/28/2020,Cycle Inspection / Re-inspection
50005026,MCDONALD'S,Brooklyn,3143,ATLANTIC AVENUE,11208,7189649600,American,09/26/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,06/28/2020,Cycle Inspection / Initial Inspection
